,NOMBRE_DE_,X_Coord,Y_Coord,ID,HOM TOT,HP TOT,HOM CM,HP CM,HOM PM,HP PM,HOMICIDIOS,HURTOS MOT,geometry
142,UNIVERSAL,922462.742,1701494.41,143,1,71,0,1,0,2,0,3,"POLYGON ((922584.0081868748 1701812.7978753878, 922653.4175853655 1701821.871621556, 922662.5485297532 1701821.871621556, 922693.346264095 1701787.37659396, 922713.1161454166 1701753.6515022938, 922721.2566847843 1701733.8816209722, 922724.7454873705 1701715.274673846, 922741.0265661059 1701692.0159899383, 922743.3524344966 1701665.2685034443, 922685.2057247272 1701650.1503589044, 922604.9632652455 1701640.8468853412, 922531.698410936 1701630.3804775828, 922488.6698457068 1701622.2399382151, 922444.4204138216 1701623.0199437765, 922432.2458213045 1701617.9471968946, 922430.4674848808 1701587.9108016384, 922443.4328860696 1701562.84435934, 922510.8529722516 1701391.7010636476, 922551.4778959765 1701293.1640146126, 922567.0363774031 1701258.5896114425, 922573.5640419701 1701247.7751273003, 922609.3439365219 1701178.3691471876, 922586.4397065172 1701165.8836460644, 922561.9560446363 1701152.618159078, 922516.9270844124 1701123.7268731624, 922482.1725445274 1701103.4322147686, 922440.3096484195 1701079.2357632318, 922402.3777479542 1701049.5441826133, 922352.6120654456 1701019.0967369247, 922298.9115482542 1700992.5771149579, 922225.2250814051 1701204.583864433, 922222.4751013689 1701212.833804542, 922225.2250814051 1701227.5003647362, 922228.8917214538 1701255.0001651, 922236.2250015507 1701284.3332854882, 922247.2249216962 1701328.3329660704, 922260.058161866 1701352.1661263856, 922273.808062048 1701386.9992068466, 922275.6413820722 1701405.3324070892, 922272.891402036 1701427.3322473802, 922268.3081019752 1701460.332007817, 922268.3081019752 1701473.1652479868, 922301.307862412 1701476.8318880352, 922341.6409029455 1701478.6652080596, 922373.6881963385 1701481.4151880962, 922395.6880366296 1701561.1646091514, 922408.5212767994 1701598.7476696486, 922417.6878769207 1701624.4141499884, 922432.3544371147 1701632.6640900974, 922446.1043372967 1701681.2470707404, 922458.4792474604 1701725.2467513224, 922470.3958276181 1701758.2465117592, 922475.8957876909 1701764.663131844, 922485.0623878121 1701793.9962522322, 922489.0999524082 1701800.7255265592, 922544.2939698587 1701807.6917617714, 922584.0081868748 1701812.7978753878))"
143,VEINTE DE JULIO,917650.614,1700938.737,144,7,112,0,4,0,0,0,4,"POLYGON ((918059.5473204068 1700664.2082930643, 917963.3795754558 1700666.5029894973, 917869.5462117647 1700663.6595542338, 917808.4123536024 1700676.455012919, 917701.7835312261 1700703.467647921, 917649.1799788538 1700726.2151300278, 917592.3112735865 1700766.0232237151, 917494.2127570002 1700815.783340824, 917364.8364525171 1700892.556092935, 917334.9803822517 1700903.9298339884, 917327.8717940933 1700906.7732692517, 917306.546029618 1700966.4854097825, 917293.7505709329 1701006.2935034696, 917280.9551122477 1701070.2707968953, 917272.4248064576 1701120.0309140042, 917260.4382543865 1701195.7892318857, 917266.7133186427 1701252.0336714901, 917345.202438433 1701238.952151525, 917407.9937342651 1701224.5624795635, 917474.7094860869 1701208.8646556055, 917624.3057027702 1701159.474727842, 917632.2493807714 1701181.7905943957, 917785.1487011274 1701130.4684376323, 917754.7292695784 1701037.8199383707, 917800.5913225344 1701021.6832901083, 917835.4125108898 1701014.8889118927, 917866.8365101373 1700993.6564799687, 917890.6168338923 1700980.9170208143, 917922.8901304168 1700960.5338861672, 917967.6447283508 1700952.2682334655, 917983.5081931673 1700953.9402810265, 917993.8924046922 1700908.4095074174, 918048.2098188226 1700906.8119364134, 918048.6092115735 1700828.5309572255, 918050.2067825773 1700751.8475490415, 918059.7922086004 1700675.9629263591, 918059.5473204068 1700664.2082930643))"
144,VILLA DEL CARMEN,921723.555,1700738.639,145,0,22,0,0,0,0,0,0,"POLYGON ((921589.5701608654 1700692.2979652437, 921601.1923828447 1700720.0994739556, 921616.2894366436 1700758.9204694387, 921629.2297684713 1700794.5063819648, 921638.6430180258 1700818.039505851, 921658.4141714629 1700815.0738328353, 921690.5746777548 1700807.0337062625, 921786.1628492335 1700790.0601057194, 921789.3858858779 1700789.2306729166, 921813.0496609431 1700783.3147291504, 921869.8427210995 1700772.666030371, 921881.6746086321 1700767.933275358, 921885.2241748918 1700754.9181990721, 921897.0560624244 1700750.185444059, 921920.3910766026 1700753.3674914471, 921911.7603467084 1700742.745054654, 921890.1931269956 1700730.883083812, 921865.390824326 1700711.4725860707, 921838.431799685 1700699.6106152285, 921827.6481898286 1700697.4538932573, 921815.7862189866 1700696.3755322716, 921805.0026091302 1700707.159142128, 921796.3757212452 1700712.5509470562, 921775.886862518 1700716.8643909988, 921760.7898087191 1700713.629308042, 921740.300949992 1700696.3755322716, 921731.6740621069 1700689.9053663579, 921718.7337302793 1700692.062088329, 921689.6179836671 1700683.435200444, 921684.2261787389 1700674.8083125588, 921670.4746033194 1700660.896246346, 921659.512023756 1700653.83743779, 921648.0241670763 1700648.73172371, 921643.5566672564 1700648.4126165798, 921629.8350606667 1700654.1565449198, 921619.9427396369 1700662.4533302996, 921606.2211330472 1700665.0061873395, 921596.4671156225 1700661.518151674, 921590.9039908075 1700674.5794012393, 921589.5701608654 1700692.2979652437))"
145,VILLA SAN PEDRO,917646,1701830.969,146,6,137,0,2,1,3,1,5,"POLYGON ((917803.8052522414 1702101.4548613883, 917757.3523972112 1701697.6723522795, 917745.2689126637 1701684.3805192772, 917735.6021250256 1701593.7543851703, 917730.7687312065 1701584.0875975322, 917710.2268074757 1701610.671263537, 917617.1839764592 1701581.6709006226, 917581.493214103 1701566.1163018064, 917546.7260719379 1701568.5561012565, 917521.7244485333 1701614.2963089012, 917518.099403169 1701640.8799749059, 917493.9324340739 1701648.1300656344, 917477.0155557072 1701645.7133687248, 917519.3077516238 1701868.0494844005, 917533.8079330808 1701957.4672700528, 917547.0997660832 1702007.0095566977, 917565.2249929046 1702020.3013897, 917585.7669166354 1702040.843313431, 917611.6037716769 1702066.1819399477, 917637.0960595394 1702068.9132565043, 917690.8119518211 1702079.838522731, 917750.9009160685 1702091.67422781, 917803.8052522414 1702101.4548613883))"
146,LOS GIRASOLES,920483.069,1700012.997,147,2,57,0,0,0,1,0,1,"POLYGON ((920338.8458149971 1699827.5138874534, 920307.3208474818 1699828.4691894993, 920299.6784311145 1700001.3788598103, 920247.1368185891 1700005.200067994, 920245.2262144971 1700045.3227539225, 920236.6284960839 1700066.3393989329, 920216.5671531196 1700105.5067828156, 920180.2656753748 1700153.2718851112, 920173.5785610534 1700163.7802076165, 920224.209569487 1700191.483966948, 920235.673194038 1700170.467321938, 920284.3935983798 1700179.0650403511, 920348.3988354563 1700190.528664902, 920356.9965538696 1700188.6180608103, 920380.8791050175 1700186.7074567184, 920466.8562891502 1700186.7074567184, 920465.9009871043 1700159.003697387, 920601.5538776246 1700157.093093295, 920727.6537476857 1700154.2271871574, 920721.9219354102 1699849.4858345094, 920658.8720003796 1699843.754022234, 920513.6660894001 1699837.0669079125, 920439.1525298185 1699830.379793591, 920338.8458149971 1699827.5138874534))"
147,VILLA SEVILLA,920967.939,1699756.903,148,0,0,0,0,0,0,0,0,"POLYGON ((921135.4874181947 1699859.1131447381, 921134.8777900318 1699859.0314419947, 921116.607634803 1699615.9589419945, 921010.1641217312 1699644.5557067005, 920929.1399550645 1699674.7411805566, 920868.7690073521 1699674.7411805566, 920800.454513888 1699668.3863439553, 920791.2798898426 1699668.6277814303, 920786.9435746588 1699852.9211767383, 920949.5147574366 1699857.4058990218, 921121.0553847813 1699864.132982447, 921135.4874181947 1699859.1131447381))"
148,CAMPO ALEGRE,917432.426,1707099.524,149,1,168,0,4,0,5,0,9,"POLYGON ((918093.2918434704 1707332.5532354484, 918069.243427682 1707300.4886810638, 918035.5193470585 1707287.3737608213, 918008.3527265562 1707274.2588405788, 917981.186106054 1707248.9657801113, 917926.8528650494 1707171.2130386736, 917873.9247940709 1707097.2074173056, 917960.1085556643 1706950.1329545865, 917965.7292357682 1706883.6215733567, 917962.9188957162 1706861.138852941, 917959.0340228094 1706840.160539244, 917958.6350980344 1706838.0063454595, 917951.9039168821 1706842.176871221, 917945.1200753872 1706848.960712716, 917922.4997153621 1706860.3952161386, 917919.6531983147 1706861.8341193604, 917901.9540463288 1706865.3739497578, 917884.5239476652 1706868.8599694904, 917856.5340564109 1706867.8233068513, 917854.2937343039 1706867.7403319585, 917849.8004700152 1706866.4461336425, 917844.6508424793 1706864.3862826282, 917825.8694492225 1706856.8737253253, 917803.5826751352 1706847.9590156905, 917799.9193875378 1706846.3037055754, 917783.3980042271 1706829.031350296, 917774.4522956301 1706819.679018581, 917773.3699199357 1706818.3561149545, 917728.0249847004 1706762.9345274447, 917725.628407035 1706760.0053769648, 917721.758419656 1706755.2753923903, 917694.7743371363 1706721.0746366386, 917680.8368153934 1706703.4096381506, 917673.7196109976 1706694.38899537, 917664.5082092048 1706682.7140791442, 917621.0545677941 1706627.6391150306, 917538.5008287679 1706516.3964879739, 917520.9362034431 1706490.6350374976, 917481.1230527071 1706460.1896869347, 917456.5325772525 1706451.9928617831, 917392.1289510617 1706444.9670116534, 917236.3892731824 1706429.7443363718, 917095.468819626 1706420.5787784168, 917089.4751029344 1706419.0514963728, 917079.8749827759 1706425.2546509367, 917081.4525590824 1706531.4235815944, 917094.115808052 1706615.929364814, 917091.7738580087 1706731.8558919572, 917066.5978950432 1706934.4345707025, 917049.0332697185 1707021.0867223046, 917009.2201189825 1707160.4327498807, 916965.3085556707 1707282.2141521322, 916890.366154285 1707482.4508808341, 916895.4637901527 1707485.0634192163, 916984.044156017 1707530.4608567217, 917054.302657316 1707563.248157328, 917098.7997081386 1707567.9320574147, 917133.928958788 1707583.154732696, 917174.9130845459 1707613.600083259, 917228.7779355417 1707654.5842090168, 917299.3408903463 1707687.4183486237, 917326.3201548451 1707691.9148927068, 917488.195741838 1707692.6643167206, 917514.4255823229 1707678.4252604574, 917564.6369912513 1707648.4482999032, 917663.5609610802 1707605.7311311134, 917693.5379216344 1707579.5012906285, 917786.4664993526 1707475.3313527023, 917792.4539065479 1707465.75150119, 917790.5955587826 1707462.5564471374, 917803.1199640633 1707449.2492665267, 917843.0415058954 1707421.852129975, 917888.4424750379 1707401.4999713942, 917933.8434441803 1707381.930588143, 917983.1582899729 1707366.275081542, 918015.2520785047 1707357.6645529117, 918051.2597436866 1707345.9229229612, 918093.2918434704 1707332.5532354484))"
149,CIUDAD JARDIN,918826.589,1707326.48,150,0,191,0,3,0,2,0,5,"POLYGON ((919920.073635661 1707602.1303151045, 919924.7775529898 1707594.8606246875, 920014.0127160125 1707544.1588275156, 920013.4307696755 1707543.1222356027, 919970.7471824257 1707467.0920958142, 919944.3822478963 1707428.5587299634, 919938.2980322356 1707415.7142746798, 919937.4974445193 1707415.657089843, 919909.9050258193 1707413.686202793, 919875.4278037424 1707405.5739152455, 919831.4862461933 1707395.433555811, 919778.7563771344 1707395.433555811, 919757.123610341 1707401.5177714715, 919745.8002089725 1707404.3908733113, 919722.9844002451 1707411.9961428873, 919691.7182919891 1707419.601412463, 919652.0018842043 1707429.7417718973, 919623.2708658068 1707428.0517119917, 919589.4696676921 1707414.5312327459, 919569.1710105578 1707403.6716090224, 919535.1342417229 1707385.4622023671, 919372.2124668101 1707292.1708955707, 919314.0744060528 1707259.0457214182, 919300.7925070038 1707259.0457214182, 919298.5258549202 1707259.0457214182, 919286.0194116177 1707260.3977693429, 919265.7386927488 1707242.6521403326, 919209.9667158596 1707197.0205228778, 919190.5310269437 1707219.8363316052, 919173.6304278864 1707211.3860320766, 919138.1391698659 1707191.9503431607, 919089.9724625525 1707163.2193247632, 919064.6215639665 1707153.9239952816, 919041.3832402626 1707146.3187257058, 918978.0059937977 1707126.88303679, 918885.0526989823 1707107.4473478738, 918838.5760515745 1707100.687108251, 918820.8304225644 1707100.687108251, 918819.9853926115 1707087.1666290052, 918817.4503027529 1707068.575970042, 918810.69006313 1707067.730940089, 918794.6344940255 1707070.266029948, 918775.1988051096 1707072.8011198065, 918764.2134157222 1707071.9560898535, 918752.3829963822 1707068.575970042, 918738.0174871834 1707063.5057903249, 918734.6373673719 1707056.7455507019, 918768.4385654867 1706989.9881844255, 918800.5497036956 1706950.2717766408, 918831.8158119516 1706911.4003988088, 918847.9770098003 1706885.9438714788, 918846.8153354541 1706885.3947163334, 918838.8995396034 1706881.6527037492, 918760.9983408235 1706828.8383316952, 918660.6510339206 1706757.538929422, 918628.0334236568 1706737.2298513332, 918590.6719909487 1706713.9670724773, 918520.692947977 1706678.3173713407, 918477.1210910323 1706667.75449693, 918453.197272073 1706664.8546400864, 918433.5492340876 1706662.4730597246, 918326.6001306779 1706654.5509039164, 918230.213901679 1706650.5898260123, 918195.4097820511 1706644.9459147211, 918181.360607529 1706642.667670204, 918111.3815645571 1706650.5898260123, 918100.9596719611 1706653.7163937911, 918080.0899767531 1706659.9773023536, 918061.1222207337 1706671.1855218194, 918054.0688993115 1706676.9564211648, 918042.7228808866 1706686.239527149, 918037.2800551038 1706693.2831840443, 918024.8103816569 1706709.420408505, 918022.2015441643 1706713.5945484932, 918021.2706696509 1706715.7222616668, 918012.7718642277 1706735.148102634, 918008.2575022765 1706748.691188488, 917992.1771184616 1706789.260582856, 917991.2288681339 1706791.8682712573, 917989.3754697659 1706794.6483688091, 917981.7886301501 1706809.2384449933, 917967.9061252541 1706827.84896836, 917961.6550621003 1706836.2289803077, 917959.0340228094 1706840.160539244, 917962.9188957162 1706861.138852941, 917965.7292357682 1706883.6215733567, 917960.1085556643 1706950.1329545865, 917873.9247940709 1707097.2074173056, 917926.8528650494 1707171.2130386736, 917981.186106054 1707248.9657801113, 918008.3527265562 1707274.2588405788, 918035.5193470585 1707287.3737608213, 918069.243427682 1707300.4886810638, 918093.2918434704 1707332.5532354484, 918096.1714782479 1707331.637273188, 918129.4394297746 1707325.7664582126, 918145.8777117055 1707327.9190903702, 918185.7992535377 1707338.8779449908, 918208.499738109 1707354.5334515916, 918249.2040552711 1707391.3238921037, 918267.9906631921 1707408.5449493646, 918301.650002384 1707426.5487819556, 918341.5715442161 1707454.728693837, 918361.9237027972 1707478.2119537385, 918382.2758613783 1707493.0846850092, 918401.8452446293 1707514.2196189202, 918419.0663018903 1707529.875125521, 918423.3337377076 1707537.1190916148, 918426.0739242354 1707534.6072539643, 918443.2200958929 1707555.5636859902, 918468.9393533792 1707568.8995972795, 918524.18812872 1707577.4726831082, 918569.4349705939 1707581.2829434765, 918592.2965328039 1707587.9508991211, 918613.2529648298 1707601.2868104102, 918676.1222609073 1707636.5317188173, 918709.4620391303 1707654.6304555668, 918765.6633795631 1707690.827929066, 918828.5326756407 1707737.5036185782, 918852.3468029428 1707754.6497902358, 918876.6372127909 1707769.890831709, 918907.1192957376 1707790.8472637348, 918925.2180324872 1707797.5152193794, 918953.7949852496 1707805.135740116, 918963.3206361705 1707817.5190863132, 919006.1860653142 1707925.1589417185, 919053.8143199184 1708030.8936669398, 919071.436774122 1708066.1385753471, 919072.1445406713 1708071.8007077423, 919074.9996645154 1708074.6558315863, 919079.1737294833 1708066.3077016505, 919166.6221618319 1708022.5834854762, 919382.8141195829 1707901.1273294364, 919550.4236149178 1707812.4643355273, 919690.0981943635 1707734.7323956618, 919820.0562813261 1707660.6441404775, 919871.0678668629 1707627.8509783468, 919910.5411175758 1707604.7743086992, 919917.8284869383 1707597.4869393369, 919920.073635661 1707602.1303151045))"
150,PASTORAL SOCIAL,917670.348,1706112.276,151,0,12,0,0,0,1,0,1,"POLYGON ((917098.6388100414 1706119.3208900557, 917107.5744761333 1706119.3208900557, 917136.168607628 1706130.9372559753, 917166.5498723409 1706138.085788849, 917198.7182702722 1706147.9150215504, 917226.4188351576 1706155.0635544239, 917251.5134637381 1706161.8351208663, 917282.7135315376 1706170.2541867804, 917339.0082279175 1706182.7641193094, 917398.8771907343 1706194.380485229, 917448.0233542406 1706207.783984367, 917509.6794502757 1706231.0167162064, 917535.5928819426 1706236.3781158617, 917574.9098127476 1706246.2073485628, 917596.2157915857 1706251.7362919573, 917611.6708206173 1706254.3981818857, 917658.733471671 1706255.8688897311, 917705.7961227248 1706264.6931368038, 917713.8027676666 1706265.5553908744, 917815.9189840809 1706281.2899606323, 917772.5073905176 1706426.668320472, 917738.1819444444 1706544.7882378416, 917714.0208925053 1706629.110780372, 917710.0833397433 1706639.3484175536, 917701.4207236667 1706658.2486708115, 917700.1543230229 1706662.2781274053, 917693.5183031976 1706683.3927359404, 917692.7581075901 1706685.811540146, 917688.0090125571 1706692.8221090042, 917682.47216377 1706700.9955524518, 917680.8368153934 1706703.4096381506, 917694.7743371363 1706721.0746366386, 917721.758419656 1706755.2753923903, 917725.628407035 1706760.0053769648, 917728.0249847004 1706762.9345274447, 917773.3699199357 1706818.3561149545, 917774.4522956301 1706819.679018581, 917783.3980042271 1706829.031350296, 917799.9193875378 1706846.3037055754, 917803.5826751352 1706847.9590156905, 917825.8694492225 1706856.8737253253, 917844.6508424793 1706864.3862826282, 917849.8004700152 1706866.4461336425, 917854.2937343039 1706867.7403319585, 917856.5340564109 1706867.8233068513, 917884.5239476652 1706868.8599694904, 917901.9540463288 1706865.3739497578, 917919.6531983147 1706861.8341193604, 917922.4997153621 1706860.3952161386, 917945.1200753872 1706848.960712716, 917951.9039168821 1706842.176871221, 917958.6350980344 1706838.0063454595, 917959.0340228094 1706840.160539244, 917961.6550621003 1706836.2289803077, 917967.9061252541 1706827.84896836, 917981.7886301501 1706809.2384449933, 917989.3754697659 1706794.6483688091, 917991.2288681339 1706791.8682712573, 917992.1771184616 1706789.260582856, 918008.2575022765 1706748.691188488, 918012.7718642277 1706735.148102634, 918021.2706696509 1706715.7222616668, 918022.2015441643 1706713.5945484932, 918024.8103816569 1706709.420408505, 918037.2800551038 1706693.2831840443, 918042.7228808866 1706686.239527149, 918054.0688993115 1706676.9564211648, 918061.1222207337 1706671.1855218194, 918080.0899767531 1706659.9773023536, 918100.9596719611 1706653.7163937911, 918100.5956614374 1706642.0211837906, 918101.6464972898 1706603.5605915939, 918107.0686635942 1706405.1093048512, 918107.0686635942 1706391.6383335132, 918115.151246397 1706348.5312252312, 918131.3164120028 1706347.1841280975, 918147.4815776085 1706344.48993383, 918147.4815776085 1706309.465408351, 918146.1344804746 1706259.6228144001, 918146.1344804746 1706250.1931344634, 918128.6222177352 1706236.7221631254, 918117.2354442434 1706216.795309515, 918131.3164120028 1706161.2847236323, 918171.3509559111 1706049.8835114695, 918186.949223778 1706013.2239979645, 918208.0450410256 1705953.9934341537, 918206.2747770024 1705952.5690837903, 918196.4820207059 1705944.6898545863, 918135.8758452372 1705917.0449324425, 918066.7635398781 1705880.8938804085, 918038.0553514981 1705870.2612180456, 918007.2206306456 1705853.248958265, 917952.9940525946 1705831.983633539, 917891.3246108895 1705808.5917763405, 917837.6296659567 1705789.4529840874, 917761.0744969435 1705759.6815294712, 917688.7723928755 1705734.1631398, 917621.7866199891 1705713.9610813104, 917526.0926587227 1705678.8732955127, 917518.6497950685 1705672.493698095, 917502.7008015241 1705667.1773669135, 917490.3446547206 1705663.3996914576, 917419.2344019751 1705641.6589772424, 917355.4384277974 1705622.520184989, 917192.7586936444 1705566.1670744654, 917075.7994076521 1705527.889489959, 917059.8504141077 1705518.3200938322, 917060.3551755629 1705520.5073934714, 917077.9962261758 1705642.6100828005, 917083.2422713061 1705693.7590228207, 917085.9895374244 1705724.5662966724, 917092.4926875618 1705797.4912768335, 917093.6892058124 1705827.164929449, 917095.895139518 1705881.8720853457, 917097.2152908769 1705982.3669063223, 917096.7797770265 1706056.8397747383, 917097.1368983838 1706117.7420315763, 917098.6388100414 1706119.3208900557))"
151,VILLA DEL ROSARIO,918322.68,1706349.475,152,2,9,0,0,0,0,0,0,"POLYGON ((918111.3815645571 1706650.5898260123, 918181.360607529 1706642.667670204, 918195.4097820511 1706644.9459147211, 918230.213901679 1706650.5898260123, 918326.6001306779 1706654.5509039164, 918433.5492340876 1706662.4730597246, 918453.197272073 1706664.8546400864, 918455.0578126311 1706651.8308561796, 918462.1352073074 1706622.3417116946, 918466.853470425 1706604.6482250036, 918465.6739046456 1706581.0569094159, 918462.1352073074 1706549.208633372, 918459.7760757487 1706518.539923108, 918482.1878255572 1706485.5120812848, 918484.2544248027 1706478.98200513, 918488.8998347453 1706473.820438527, 918516.8670594714 1706442.745744387, 918522.906436262 1706434.2906168802, 918522.906436262 1706424.0236763363, 918542.8363796707 1706362.4220330731, 918553.7072578935 1706327.9975853672, 918558.2679440641 1706310.563632321, 918569.0321764995 1706269.4156304991, 918580.3560079817 1706230.9146034596, 918596.2093720568 1706187.8840438272, 918609.1849988566 1706151.1197678945, 918604.8781995967 1706147.0457685946, 918587.8959458043 1706141.7967083314, 918548.7644608878 1706129.7015220844, 918449.9608516388 1706096.4675807918, 918436.5369834699 1706091.9522796804, 918316.1763462521 1706056.814767748, 918262.0742685747 1706037.8790405607, 918202.3896555844 1706019.514544256, 918186.949223778 1706013.2239979645, 918171.3509559111 1706049.8835114695, 918131.3164120028 1706161.2847236323, 918117.2354442434 1706216.795309515, 918128.6222177352 1706236.7221631254, 918146.1344804746 1706250.1931344634, 918146.1344804746 1706259.6228144001, 918147.4815776085 1706309.465408351, 918147.4815776085 1706344.48993383, 918131.3164120028 1706347.1841280975, 918115.151246397 1706348.5312252312, 918107.0686635942 1706391.6383335132, 918107.0686635942 1706405.1093048512, 918101.6464972898 1706603.5605915939, 918100.5956614374 1706642.0211837906, 918100.9596719611 1706653.7163937911, 918111.3815645571 1706650.5898260123))"
