,NOMBRE_DE_,X_Coord,Y_Coord,ID,HOM TOT,HP TOT,HOM CM,HP CM,HOM PM,HP PM,HOMICIDIOS,HURTOS MOT,geometry
38,BOSTON,921494.078,1707155.284,39,0,382,0,3,0,2,0,5,"POLYGON ((922220.5525194778 1707303.0745013515, 922222.6228681803 1707298.519734206, 922216.9551386341 1707270.810834202, 922195.2288420401 1707144.2315410022, 922183.5583065886 1707075.3753818385, 922182.6338874928 1707069.9213091736, 922158.7034738531 1706974.829402342, 922172.2430499914 1706954.6774750664, 922123.1227272572 1706858.32607278, 922039.6811533818 1706766.3829045852, 921905.5448874538 1706615.8731977458, 921898.6273646087 1706611.0841434684, 921897.358166998 1706610.2054681994, 921850.7568351732 1706624.0599182015, 921813.9165931226 1706574.30984774, 921670.6489851478 1706630.9871432025, 921593.8197624097 1706659.3257909338, 921583.1140510445 1706667.5125113896, 921511.9525578526 1706707.1866182133, 921493.0601260317 1706724.8195545794, 921390.7261203355 1706775.8291204956, 921061.9600217891 1706951.7554456114, 920937.8241497715 1707023.093268167, 920798.3728130246 1707100.0736303597, 920797.633821139 1707101.1282103972, 920831.5545591414 1707216.3657860765, 920896.1433616391 1707439.4062551335, 920922.1647496958 1707542.5624720724, 920976.5308640284 1707728.4295296196, 921055.524363486 1707781.4016410208, 921059.610262187 1707785.4875397217, 921063.3990551283 1707784.9192207805, 921109.6942727403 1707753.1479930077, 921178.6832244757 1707713.2070209503, 921273.0891584295 1707672.358299528, 921352.0633531793 1707634.2328262005, 921443.7460390383 1707588.8453579536, 921513.6427401387 1707555.2586314508, 921595.3401829832 1707498.9781708245, 921677.0376258278 1707438.1589633734, 921717.4324725677 1707407.2954849657, 921754.6501965303 1707387.3249989368, 921800.0376647773 1707361.0002673536, 921863.5801203231 1707338.30653323, 921947.0930618976 1707314.7050497415, 921980.6797884004 1707305.6275560923, 922022.4362591876 1707303.8120573624, 922091.8790856056 1707303.8120573624, 922216.2407486024 1707301.9965586327, 922220.5525194778 1707303.0745013515))"
39,ABAJO,922855.771,1707239.405,40,3,331,0,3,1,1,1,4,"POLYGON ((923031.0166175729 1707814.0496747014, 923043.8963007984 1707821.9567317145, 923133.1766581725 1707670.0087660488, 923175.1171112055 1707600.50744388, 923230.2388494774 1707507.0401485492, 923244.6184333744 1707462.7030982, 923245.8167320326 1707437.5388263802, 923247.0150306906 1707383.6153867664, 923260.1963159295 1707286.5531954614, 923282.9639904333 1707239.819547796, 923311.4153146984 1707193.225097521, 923303.2190575765 1707190.081327666, 923323.364060963 1707167.9218239407, 923382.1324287142 1707110.5638970155, 923455.4753516678 1707032.5195046419, 923497.7885764487 1706962.9377572243, 923535.4003318095 1706901.818654763, 923604.041785343 1706771.1178048842, 923615.3253119512 1706741.9686944797, 923610.5075992871 1706736.080379001, 923606.862666995 1706731.6254617553, 923587.1164954306 1706734.4463434075, 923533.5197440415 1706744.7895761316, 923343.5803794693 1706771.1178048842, 923231.215260329 1706786.1625070288, 923172.9170395198 1706792.7445642168, 923109.7535636678 1706806.2795947564, 923107.0964676383 1706806.848972477, 922871.5528496912 1706866.0874871705, 922815.1352166501 1706883.0127770829, 922659.0464319028 1706929.0871773998, 922467.2264795627 1706980.8033410208, 922275.4065272226 1707042.8627373662, 922183.5583065886 1707075.3753818385, 922195.2288420401 1707144.2315410022, 922216.9551386341 1707270.810834202, 922222.6228681803 1707298.519734206, 922220.5525194778 1707303.0745013515, 922223.5027435219 1707303.8120573624, 922209.2723033937 1707514.6004517623, 922214.8075828791 1707519.3449770357, 922265.5820112787 1707521.1583494784, 922430.5989035774 1707570.1194054352, 922602.8692856474 1707628.147323606, 922677.217555804 1707658.9746551346, 922829.5408410027 1707722.442690634, 922931.0896978019 1707765.9636292623, 923023.0276806541 1707809.4845678906, 923031.0166175729 1707814.0496747014))"
40,BARLOVENTO,923572.863,1707027.08,41,3,52,0,0,0,0,0,0,"POLYGON ((923303.2190575765 1707190.081327666, 923311.4153146984 1707193.225097521, 923380.8683585293 1707219.8646211822, 923370.4240434023 1707237.2718130606, 923436.5713725399 1707269.7652379, 923453.9785644182 1707263.9628406072, 923520.1258935557 1707298.7772243638, 923556.1007567709 1707244.2346898117, 923594.3965789032 1707262.8023611486, 923715.0864425927 1707016.7807159354, 923768.4684976862 1706853.1531122793, 923752.9882155695 1706797.9054371333, 923709.2840453 1706719.6979745456, 923706.3352786666 1706720.0935408014, 923614.1247296985 1706732.4632485898, 923610.5075992871 1706736.080379001, 923615.3253119512 1706741.9686944797, 923604.041785343 1706771.1178048842, 923535.4003318095 1706901.818654763, 923497.7885764487 1706962.9377572243, 923455.4753516678 1707032.5195046419, 923382.1324287142 1707110.5638970155, 923323.364060963 1707167.9218239407, 923303.2190575765 1707190.081327666))"
41,EL ROSARIO,922542.77,1706519.246,42,1,160,0,1,0,1,0,2,"POLYGON ((923109.7535636678 1706806.2795947564, 923101.950975879 1706767.2666558125, 923065.1192154118 1706598.7719355144, 923053.2653154914 1706534.4221930893, 923043.9515369824 1706510.7143932483, 923021.0904442788 1706373.547837026, 923012.2000193384 1706332.0591873042, 922971.1347231854 1706183.0387311615, 922967.7478946368 1706165.2578812807, 922959.280823265 1706145.7836171258, 922948.2736304818 1706110.2219173645, 922899.5879700942 1705944.267318478, 922797.1364064959 1705977.288896828, 922604.5105327886 1706039.945224979, 922552.0146902838 1706056.0326605854, 922462.2637337432 1706087.3608246609, 922436.8625196279 1706092.4410674837, 922358.9654630078 1706114.4554530503, 922267.0977386243 1706140.703374303, 922096.3811893504 1706186.5053753275, 922093.5227755035 1706187.2722668475, 922135.8581323621 1706338.832844402, 922021.5526688435 1706364.234058517, 922063.0413185651 1706558.1299929302, 922047.800590096 1706564.0569428904, 921946.195733635 1706588.6114498684, 921930.1082980287 1706594.5383998286, 921899.6268410904 1706608.0857140233, 921898.6273646087 1706611.0841434684, 921905.5448874538 1706615.8731977458, 922039.6811533818 1706766.3829045852, 922123.1227272572 1706858.32607278, 922172.2430499914 1706954.6774750664, 922158.7034738531 1706974.829402342, 922182.6338874928 1707069.9213091736, 922183.5583065886 1707075.3753818385, 922275.4065272226 1707042.8627373662, 922467.2264795627 1706980.8033410208, 922659.0464319028 1706929.0871773998, 922815.1352166501 1706883.0127770829, 922871.5528496912 1706866.0874871705, 923107.0964676383 1706806.848972477, 923109.7535636678 1706806.2795947564))"
42,CENTRO,923544.853,1706104.084,43,11,1103,0,4,0,5,0,9,"POLYGON ((923706.3352786666 1706720.0935408014, 923703.6901608162 1706705.8099044093, 923692.2638339159 1706665.6446340936, 923688.1088059522 1706628.9418870807, 923695.0338525585 1706589.4691214254, 923709.2301981011 1706481.4383943689, 923717.5402540285 1706451.6606939621, 923736.2378798652 1706380.3327139183, 923764.2843186203 1706275.0720055043, 923772.5943745478 1706243.9092957766, 923786.4444677602 1706158.7312225203, 923781.2506828055 1706070.090625961, 923763.2455616294 1705990.4525899899, 923759.0905336657 1705954.4423476376, 923761.8605523083 1705899.041974788, 923763.9380662901 1705882.4218629333, 923829.726009049 1705857.491695151, 923846.3461209039 1705854.7216765084, 923859.5037094556 1705862.3392277753, 923868.1600177133 1705862.3392277753, 923948.4905583452 1705849.1816392236, 924117.8079478667 1705822.86646212, 924155.2031995403 1705815.2489108532, 924219.6061329779 1705806.246350265, 924282.6240570942 1705802.0913223014, 924325.5593460526 1705804.861340944, 924325.5593460526 1705814.5564061927, 924328.3293646951 1705820.7889481382, 924335.9469159619 1705822.86646212, 924376.1121862779 1705833.2540320293, 924399.0730439316 1705832.25855658, 924446.6827393492 1705470.857686819, 924443.4366237526 1705456.7911859, 924323.3303466763 1705478.4319565445, 924304.7835707676 1705481.715648017, 924158.319470513 1705507.6469969144, 923959.2243805849 1705543.3542684775, 923819.6414099287 1705568.2411547187, 923775.8188493738 1705584.4717327019, 923736.865462214 1705599.620272153, 923639.4819943144 1705635.3275437162, 923638.0715279015 1705635.9409392516, 923372.7594961226 1705751.32207437, 923167.604990414 1705837.0195261217, 922973.9132417828 1705914.7392089502, 922969.8840855885 1705916.319270203, 922899.8465775474 1705943.7849596306, 922899.5879700942 1705944.267318478, 922948.2736304818 1706110.2219173645, 922959.280823265 1706145.7836171258, 922967.7478946368 1706165.2578812807, 922971.1347231854 1706183.0387311615, 923012.2000193384 1706332.0591873042, 923021.0904442788 1706373.547837026, 923043.9515369824 1706510.7143932483, 923053.2653154914 1706534.4221930893, 923065.1192154118 1706598.7719355144, 923101.950975879 1706767.2666558125, 923109.7535636678 1706806.2795947564, 923172.9170395198 1706792.7445642168, 923231.215260329 1706786.1625070288, 923343.5803794693 1706771.1178048842, 923533.5197440415 1706744.7895761316, 923587.1164954306 1706734.4463434075, 923606.862666995 1706731.6254617553, 923610.5075992871 1706736.080379001, 923614.1247296985 1706732.4632485898, 923706.3352786666 1706720.0935408014))"
43,VILLANUEVA,924503.774,1706512.696,44,13,120,0,2,2,4,2,6,"POLYGON ((923752.9882155695 1706797.9054371333, 923762.2625567155 1706794.0411283225, 923856.8185208368 1706748.2882424572, 923919.3474648525 1706751.3384348482, 923985.6891493569 1706787.9407435404, 924025.34165044 1706868.7708419021, 924077.1949210871 1706914.5237277672, 924103.1215564107 1706966.3769984143, 924254.8686278634 1707221.0680630635, 924360.1002653531 1707410.179991306, 924415.0037283913 1707533.712783142, 924465.331902843 1707626.7436510678, 924489.733441971 1707664.8710559553, 924543.1118088136 1707701.4733646475, 924549.2121935957 1707698.4231722564, 924614.7913300024 1707619.1181700903, 924616.3164261979 1707582.515861398, 924703.2469093415 1707454.4077809758, 924703.2469093415 1707434.5815304343, 924799.3279696583 1707304.9483538163, 924799.3279696583 1707279.0217184927, 924818.3916721022 1707257.6703717557, 924818.3916721022 1707246.994698387, 924830.5924416662 1707228.6935440411, 924830.5924416662 1707208.8672934994, 924880.9206161179 1707147.8634456794, 924885.4959047043 1707129.5622913332, 924899.2217704639 1707094.4850788368, 924899.2217704639 1707071.608635904, 924944.974656329 1706981.6279603695, 924966.326003066 1706957.2264212414, 924980.0518688256 1706911.4735353761, 924975.4765802391 1706894.6974772257, 924986.1522536076 1706858.0951685335, 925009.0286965402 1706848.9445913606, 925055.5441305031 1706752.8635310438, 925055.5441305031 1706729.9870881112, 925086.0460544132 1706693.384779419, 925087.5711506087 1706681.1840098551, 925124.1734593008 1706647.631893554, 925134.8491326693 1706618.6550658394, 925134.8491326693 1706580.5276609517, 925171.4514413615 1706540.8751598687, 925177.5518261434 1706490.5469854171, 925195.8529804895 1706435.643522379, 925217.2043272265 1706414.2921756417, 925227.1174524972 1706360.913808799, 925248.4687992344 1706322.7864039114, 925253.0440878208 1706286.1840952195, 925272.8703383624 1706270.9331332643, 925288.1213003175 1706225.1802473993, 925320.1483204231 1706155.025822406, 925341.4996671601 1706095.5470707815, 925346.0749557466 1706080.2961088263, 925330.8239937916 1706066.5702430669, 925338.4494747691 1706016.242068615, 925359.8008215062 1705978.1146637276, 925361.3259177017 1705923.2112006894, 925372.0015910702 1705880.5085072152, 925372.0015910702 1705846.9563909143, 925370.4764948747 1705817.9795631997, 925367.6103775314 1705818.509171839, 925230.1676448883 1705843.9061985232, 925123.410911203 1705865.2575452602, 925089.8587949019 1705866.7826414558, 925018.1792737133 1705865.2575452602, 924957.175425893 1705863.7324490647, 924893.1213856819 1705863.7324490647, 924819.9167682977 1705857.6320642827, 924728.4109965675 1705848.4814871098, 924635.3801286416 1705850.0065833053, 924496.5963748507 1705846.9563909143, 924429.4921422485 1705850.0065833053, 924403.565506925 1705836.2807175457, 924399.0730439316 1705832.25855658, 924376.1121862779 1705833.2540320293, 924335.9469159619 1705822.86646212, 924328.3293646951 1705820.7889481382, 924325.5593460526 1705814.5564061927, 924325.5593460526 1705804.861340944, 924282.6240570942 1705802.0913223014, 924219.6061329779 1705806.246350265, 924155.2031995403 1705815.2489108532, 924117.8079478667 1705822.86646212, 923948.4905583452 1705849.1816392236, 923868.1600177133 1705862.3392277753, 923859.5037094556 1705862.3392277753, 923846.3461209039 1705854.7216765084, 923829.726009049 1705857.491695151, 923763.9380662901 1705882.4218629333, 923761.8605523083 1705899.041974788, 923759.0905336657 1705954.4423476376, 923763.2455616294 1705990.4525899899, 923781.2506828055 1706070.090625961, 923786.4444677602 1706158.7312225203, 923772.5943745478 1706243.9092957766, 923764.2843186203 1706275.0720055043, 923736.2378798652 1706380.3327139183, 923717.5402540285 1706451.6606939621, 923709.2301981011 1706481.4383943689, 923695.0338525585 1706589.4691214254, 923688.1088059522 1706628.9418870807, 923692.2638339159 1706665.6446340936, 923703.6901608162 1706705.8099044093, 923706.3352786666 1706720.0935408014, 923709.2840453 1706719.6979745456, 923752.9882155695 1706797.9054371333))"
44,LA LIBERTAD,919232.229,1705740.634,45,0,6,0,0,0,1,0,1,"POLYGON ((919595.9884947726 1705696.3662567532, 919590.3976198612 1705658.348307356, 919586.8093933655 1705641.6032503762, 919583.9999447011 1705641.6032503762, 919576.0447138785 1705641.6032503762, 919544.9467509162 1705638.0150238804, 919517.4370144494 1705641.6032503762, 919480.3586739942 1705651.1718543647, 919444.4764090375 1705658.348307356, 919413.3784460751 1705670.3090623415, 919393.0451625997 1705677.4855153328, 919364.3393506344 1705693.034496814, 919322.4767081849 1705714.563855788, 919292.574820721 1705732.5049882664, 919272.2415372457 1705736.093214762, 919259.0847067615 1705737.2892902605, 919235.1631967904 1705730.1128372692, 919222.0063663063 1705728.9167617706, 919165.7908178743 1705736.093214762, 919107.1831184451 1705740.8775167563, 919060.5361740014 1705740.8775167563, 919043.7911170217 1705738.485365759, 919018.673531552 1705738.485365759, 918979.2030400997 1705730.1128372692, 918949.3011526358 1705720.5442332807, 918947.5458169314 1705720.5442332807, 918934.9482466532 1705720.5442332807, 918882.3209247168 1705732.5049882664, 918874.8567917256 1705732.475599603, 918872.9105170002 1705732.410723779, 918874.9640567998 1705797.3539199377, 918886.4315485011 1705796.0446412603, 918889.2182050596 1705796.0982308094, 919056.2705975814 1705799.3107768195, 919218.4886636902 1705802.5769123787, 919294.6984934056 1705802.5769123787, 919309.3961034222 1705800.3994886724, 919352.9445775454 1705774.2704041984, 919407.3801701993 1705739.4316249, 919435.6866783794 1705724.1896589568, 919469.4367458249 1705716.5686759853, 919521.6949147726 1705707.8589811607, 919557.6224059243 1705703.5041337484, 919595.9884947726 1705696.3662567532))"
45,CARLOS MEISEL,919219.404,1705490.216,46,1,63,0,1,0,2,0,3,"POLYGON ((919583.9999447011 1705641.6032503762, 919583.1717063999 1705633.7349865148, 919576.5745587961 1705607.3463960995, 919572.1764603936 1705583.1568548854, 919565.5793127897 1705539.9088872604, 919557.1496241848 1705500.3260016374, 919554.2175585831 1705479.8015424253, 919547.6204109794 1705438.7526240016, 919532.9600829708 1705388.1744923722, 919523.4308697652 1705339.7954099441, 919515.3676893606 1705305.3436391242, 919512.4356237589 1705259.1636058975, 919524.1638861657 1705238.6391466854, 919522.7859416045 1705206.2574494986, 919522.6978533649 1705204.1873758654, 919510.9695909581 1705203.454359465, 919484.5810005427 1705210.0515070688, 919453.0612953245 1705213.716589071, 919430.3377869113 1705214.4496054715, 919409.8133276993 1705217.3816710731, 919400.2841144939 1705223.2458022765, 919386.3568028858 1705223.2458022765, 919373.8955240785 1705228.3769170796, 919360.7012288709 1705234.9740646833, 919348.2399500636 1705243.037245088, 919343.1088352606 1705241.571212287, 919325.8829498506 1705204.920392266, 919297.2953102341 1705215.1826218718, 919263.5765558146 1705225.4448514779, 919229.1247849945 1705233.5080318826, 919171.2164893609 1705249.6343926918, 919165.3523581575 1705252.5664582935, 919143.3618661448 1705276.7559995076, 919125.0364561342 1705294.3483931178, 919103.0459641214 1705306.0766555246, 919044.4046520874 1705332.46524594, 919013.6179632695 1705345.6595411475, 918967.4379300427 1705358.120819955, 918955.7096676358 1705366.91701676, 918903.6655032057 1705399.902754779, 918869.2137323857 1705416.0291155884, 918837.6940271674 1705425.5583287938, 918831.0968795635 1705435.8205584, 918820.1016335572 1705460.0100996138, 918798.1111415444 1705466.6072472178, 918787.9806311032 1705470.828293235, 918789.4076234042 1705472.5071077067, 918839.431472245 1705539.8659536706, 918863.2051825853 1705584.4416605586, 918887.9694641897 1705626.045653654, 918913.7243170582 1705674.5836455985, 918930.5640285492 1705704.3007835238, 918947.5458169314 1705720.5442332807, 918949.3011526358 1705720.5442332807, 918979.2030400997 1705730.1128372692, 919018.673531552 1705738.485365759, 919043.7911170217 1705738.485365759, 919060.5361740014 1705740.8775167563, 919107.1831184451 1705740.8775167563, 919165.7908178743 1705736.093214762, 919222.0063663063 1705728.9167617706, 919235.1631967904 1705730.1128372692, 919259.0847067615 1705737.2892902605, 919272.2415372457 1705736.093214762, 919292.574820721 1705732.5049882664, 919322.4767081849 1705714.563855788, 919364.3393506344 1705693.034496814, 919393.0451625997 1705677.4855153328, 919413.3784460751 1705670.3090623415, 919444.4764090375 1705658.348307356, 919480.3586739942 1705651.1718543647, 919517.4370144494 1705641.6032503762, 919544.9467509162 1705638.0150238804, 919576.0447138785 1705641.6032503762, 919583.9999447011 1705641.6032503762))"
46,NUEVA COLOMBIA,919118.266,1705121.904,47,11,48,0,1,1,1,1,2,"POLYGON ((919522.7859416045 1705206.2574494986, 919528.9802826918 1705203.6027318898, 919549.392450383 1705200.2007039413, 919601.5568789272 1705192.2626387281, 919690.0096055891 1705177.5205176177, 919691.1436149052 1705154.840331294, 919685.4735683243 1705123.0880704413, 919682.0715403758 1705094.7378375367, 919678.6695124273 1705075.4596791617, 919677.5355031111 1705051.645483522, 919672.9994658463 1705030.0993065147, 919666.1954099493 1705002.8830829265, 919662.7933820008 1704965.4607754925, 919662.7933820008 1704931.4404960072, 919658.552309966 1704898.5721877376, 919658.257344736 1704896.2862072056, 919614.5979860632 1704898.554225838, 919577.1756786294 1704906.4922910512, 919526.1452594014 1704908.7603096836, 919502.3310637616 1704913.2963469485, 919428.6204582101 1704918.9663935292, 919416.1463557321 1704917.832384213, 919401.4042346218 1704913.2963469485, 919392.3321600924 1704917.832384213, 919366.2499458203 1704924.6364401102, 919349.2398060777 1704924.6364401102, 919331.0956570188 1704923.502430794, 919318.6215545408 1704918.9663935292, 919295.9413682172 1704903.0902631027, 919283.4672657393 1704906.4922910512, 919265.3231166805 1704917.832384213, 919244.9109489893 1704921.2344121616, 919229.0348185628 1704923.502430794, 919191.0455064708 1704924.6364401102, 919172.617855083 1704918.9663935294, 919142.8501105333 1704917.5488818842, 919131.5100173715 1704920.3839051747, 919114.4998776289 1704921.8014168197, 919090.4021796602 1704923.218928465, 919043.6242953677 1704924.6364401102, 919011.0215275277 1704930.306486691, 918972.7487131066 1704935.976533272, 918940.1459452666 1704941.6465798528, 918891.950549329 1704944.4816031433, 918789.889710873 1704954.40418466, 918778.5496177112 1704958.6567195957, 918767.2095245494 1704962.9092545311, 918748.7818731616 1704981.336905919, 918716.1791053214 1705005.4346038878, 918689.2463840622 1705028.1147902114, 918655.226104577 1705059.3000464062, 918639.6334764794 1705062.1350696967, 918632.5459182534 1705083.397744375, 918612.7007552203 1705108.912953989, 918597.0907935578 1705125.6379129132, 918599.7132263144 1705127.7883077736, 918632.4020780323 1705168.401729605, 918649.7370751554 1705200.1000100586, 918664.595644118 1705209.015151436, 918675.4919280239 1705221.8925778703, 918707.1902084776 1705277.3645686642, 918707.1902084776 1705284.2985675135, 918658.652216533 1705329.8648456656, 918693.3222107791 1705365.5254111758, 918738.8884889311 1705413.0728318563, 918787.9806311032 1705470.828293235, 918798.1111415444 1705466.6072472178, 918820.1016335572 1705460.0100996138, 918831.0968795635 1705435.8205584, 918837.6940271674 1705425.5583287938, 918869.2137323857 1705416.0291155884, 918903.6655032057 1705399.902754779, 918955.7096676358 1705366.91701676, 918967.4379300427 1705358.120819955, 919013.6179632695 1705345.6595411475, 919044.4046520874 1705332.46524594, 919103.0459641214 1705306.0766555246, 919125.0364561342 1705294.3483931178, 919143.3618661448 1705276.7559995076, 919165.3523581575 1705252.5664582935, 919171.2164893609 1705249.6343926918, 919229.1247849945 1705233.5080318826, 919263.5765558146 1705225.4448514779, 919297.2953102341 1705215.1826218718, 919325.8829498506 1705204.920392266, 919343.1088352606 1705241.571212287, 919348.2399500636 1705243.037245088, 919360.7012288709 1705234.9740646833, 919373.8955240785 1705228.3769170796, 919386.3568028858 1705223.2458022765, 919400.2841144939 1705223.2458022765, 919409.8133276993 1705217.3816710731, 919430.3377869113 1705214.4496054715, 919453.0612953245 1705213.716589071, 919484.5810005427 1705210.0515070688, 919510.9695909581 1705203.454359465, 919522.6978533649 1705204.1873758654, 919522.7859416045 1705206.2574494986))"
47,NUEVA GRANADA,920543.906,1705973.846,48,0,65,0,6,0,2,0,8,"POLYGON ((920514.5183912114 1706330.4779733226, 920521.1217520772 1706331.798645496, 920552.0431579286 1706322.3877828454, 920588.3421995803 1706311.632511245, 920600.4418801308 1706311.632511245, 920673.0399634341 1706290.121968044, 920818.2361300407 1706233.6567921415, 920799.4144047399 1706183.9136609891, 920756.3933183379 1706105.9379418858, 920830.3358105912 1706075.0165360344, 920829.6753709149 1706073.8226643119, 920760.4265451881 1705948.6420947285, 920674.3843723842 1705787.3130207213, 920609.8527427813 1705674.3826689161, 920606.1852385289 1705640.1526292276, 920605.8195159311 1705636.7392183144, 920572.2092921796 1705644.8056720148, 920530.5326147276 1705654.2165346653, 920490.2003462259 1705660.9385794157, 920441.8016240237 1705674.3826689161, 920433.7867221689 1705676.2528126822, 920401.4693555218 1705683.7935315666, 920354.4150422697 1705702.6152568674, 920308.7051379676 1705720.0925732183, 920280.4725500164 1705730.8478448188, 920224.0073741138 1705753.7027969698, 920217.893840143 1705757.7784862837, 920225.6947583619 1705766.693821391, 920268.7827926462 1705856.5631500413, 920327.8749539505 1705971.054212568, 920395.5847221116 1706101.549402115, 920478.0675305988 1706233.2756783557, 920514.5183912114 1706330.4779733226))"
48,SANTO DOMINGO,920881.796,1705838.305,49,0,0,0,0,0,0,0,0,"POLYGON ((920829.6753709149 1706073.8226643119, 920833.7155053128 1706074.1334438808, 920899.4641325601 1706046.212793954, 920929.1861147403 1706106.5574244412, 920958.8114036132 1706166.2545744292, 921047.1623529487 1706128.372893248, 921017.9195195456 1706067.937704215, 921103.0146771886 1706030.9014698004, 921066.9880321216 1705965.1528425533, 921136.3393238755 1705930.9275297397, 921039.9680483213 1705769.7082930647, 920956.2060985406 1705629.2043773036, 920940.3385769584 1705592.4585378503, 920939.0934421337 1705589.57506773, 920888.65613904 1705585.9724032232, 920833.7155053128 1705588.6744016032, 920767.0662119389 1705599.4823951232, 920637.3702896978 1705628.3037111768, 920611.2509720242 1705635.5090401904, 920606.1852385289 1705640.1526292276, 920609.8527427813 1705674.3826689161, 920674.3843723842 1705787.3130207213, 920760.4265451881 1705948.6420947285, 920829.6753709149 1706073.8226643119))"
49,EL RECREO,921246.726,1706464.588,50,0,304,0,4,0,16,0,20,"POLYGON ((922096.3811893504 1706186.5053753275, 922085.4028502402 1706158.6372837403, 922070.5800567119 1706096.169796728, 922060.8093987136 1706073.0755141866, 921969.5714310805 1706097.1958964346, 921944.8448474009 1705996.1394240053, 921870.6650963624 1706014.415594551, 921794.3352076125 1706035.9169716635, 921706.1795614507 1706056.3432799205, 921684.678184338 1705967.1125649032, 921566.9581446465 1705999.3646305723, 921544.3816986782 1706007.9651814173, 921497.0786690305 1706015.4906634067, 921476.008877552 1706014.786711861, 921474.0688405072 1706014.7218943196, 921456.948189923 1706012.2366385895, 921427.6953346799 1706010.9880411096, 921411.6613077323 1706010.3036619108, 921378.821094911 1706011.190387984, 921367.2028441185 1706011.6843595384, 921347.8730773298 1706017.483289575, 921297.1158618829 1706033.7668339524, 921248.7377633796 1706053.1180733538, 921229.3865239782 1706059.5684864875, 921138.5432056774 1706086.4452078782, 921067.5886612057 1706117.6222046916, 921047.1623529487 1706128.372893248, 920958.8114036132 1706166.2545744292, 920929.1861147403 1706106.5574244412, 920899.4641325601 1706046.212793954, 920833.7155053128 1706074.1334438808, 920829.6753709149 1706073.8226643119, 920830.3358105912 1706075.0165360344, 920756.3933183379 1706105.9379418858, 920799.4144047399 1706183.9136609891, 920818.2361300407 1706233.6567921415, 920673.0399634341 1706290.121968044, 920600.4418801308 1706311.632511245, 920588.3421995803 1706311.632511245, 920552.0431579286 1706322.3877828454, 920521.1217520772 1706331.798645496, 920514.5183912114 1706330.4779733226, 920515.0001314139 1706331.7626138628, 920474.3742705173 1706341.6113074136, 920459.6012301912 1706348.9978275765, 920437.4416697022 1706357.6154344333, 920472.5276404765 1706436.404982839, 920479.9141606395 1706445.0225896959, 920514.384588067 1706521.349964714, 920514.384588067 1706530.3611505828, 920516.508104296 1706529.9699765407, 920533.2208407124 1706581.8015467483, 920566.2045672083 1706692.5326285558, 920579.1624597603 1706745.5421889958, 920608.6122155602 1706856.273270803, 920610.9681960242 1706891.612977763, 920711.0442932238 1707144.8069689209, 920713.9936452426 1707144.8069689209, 920797.633821139 1707101.1282103972, 920798.3728130246 1707100.0736303597, 920937.8241497715 1707023.093268167, 921061.9600217891 1706951.7554456114, 921390.7261203355 1706775.8291204956, 921493.0601260317 1706724.8195545794, 921511.9525578526 1706707.1866182133, 921583.1140510445 1706667.5125113896, 921593.8197624097 1706659.3257909338, 921670.6489851478 1706630.9871432025, 921813.9165931226 1706574.30984774, 921850.7568351732 1706624.0599182015, 921897.358166998 1706610.2054681994, 921898.6273646087 1706611.0841434684, 921899.6268410904 1706608.0857140233, 921930.1082980287 1706594.5383998286, 921946.195733635 1706588.6114498684, 922047.800590096 1706564.0569428904, 922063.0413185651 1706558.1299929302, 922021.5526688435 1706364.234058517, 922135.8581323621 1706338.832844402, 922093.5227755035 1706187.2722668475, 922096.3811893504 1706186.5053753275))"
